,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
1074,HCTI,"Healthcare Triangle, Inc.",7.97M,3.24%,13372,37.44M
1075,BCEL,"Atreca, Inc.",7.89M,-14.57%,598722,-
1076,NEXI,"NexImmune, Inc.",7.88M,-4.30%,29884,-
1077,NURO,"NeuroMetrix, Inc.",7.79M,-0.78%,11786,5.90M
1078,HPCO,"Hempacco Co., Inc.",7.76M,-9.27%,210041,2.53M
1079,IMNN,"Imunon, Inc.",7.72M,4.87%,35181,125.00K
1080,PSTV,"Plus Therapeutics, Inc.",7.71M,3.03%,56193,4.91M
1081,AIMD,"Ainos, Inc.",7.68M,-6.20%,89296,-
1082,TOVX,"Theriva Biologics, Inc.",7.67M,1.67%,15648,-
1083,GCTK,"GlucoTrack, Inc.",7.58M,-,50449,-
1084,KTTA,Pasithea Therapeutics Corp.,7.50M,0.57%,858,240.71K
1085,CELZ,"Creative Medical Technology Holdings, Inc.",7.17M,1.45%,64771,24.60K
1086,SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",6.99M,10.82%,48314,-
1087,AZTR,"Azitra, Inc.",6.87M,-3.77%,149128,626.50K
1088,SNGX,"Soligenix, Inc.",6.70M,-2.64%,82509,960.62K
1089,TENX,"Tenax Therapeutics, Inc.",6.67M,-1.83%,92548,-
1090,KA,"Kineta, Inc.",6.55M,-10.76%,223562,3.31M
1091,GTBP,"GT Biopharma, Inc.",6.50M,1.65%,2187,-
1092,MYMD,"MyMD Pharmaceuticals, Inc.",6.48M,-7.10%,31140,-
1093,OGEN,"Oragenics, Inc.",6.45M,-2.78%,34222,37.65K
1094,XBIO,"Xenetic Biosciences, Inc.",6.45M,-2.24%,4642,2.35M
1095,PULM,"Pulmatrix, Inc.",6.43M,-1.75%,10780,6.80M
1096,ALZN,"Alzamend Neuro, Inc.",6.42M,-0.92%,53791,-
1097,APDN,"Applied DNA Sciences, Inc.",6.32M,-1.08%,236741,9.00M
1098,UPC,Universe Pharmaceuticals INC,6.31M,-3.85%,19433,32.31M
1099,GNPX,"Genprex, Inc.",6.18M,-2.88%,37193,-
1100,ADTX,"Aditxt, Inc.",6.06M,-9.65%,65805,749.48K
1101,VIRI,"Virios Therapeutics, Inc.",6.06M,1.15%,83392,-
1102,DRUG,Bright Minds Biosciences Inc.,5.90M,-1.53%,15449,-
1103,CLVR,Clever Leaves Holdings Inc.,5.90M,-1.18%,3455,17.39M
1104,KZIA,Kazia Therapeutics Limited,5.89M,-2.02%,210786,15.86K
1105,TTNP,"Titan Pharmaceuticals, Inc.",5.81M,16.15%,27226,306.00K
1106,CING,Cingulate Inc.,5.81M,-5.83%,169969,-
1107,ATXI,"Avenue Therapeutics, Inc.",5.78M,0.77%,2453791,-
1108,ENVB,"Enveric Biosciences, Inc.",5.78M,-1.82%,124815,-
1109,EVOK,"Evoke Pharma, Inc.",5.72M,-1.69%,112575,4.30M
1110,VVOS,"Vivos Therapeutics, Inc.",5.70M,5.63%,49728,14.50M
1111,PTIX,"Protagenic Therapeutics, Inc.",5.68M,1.75%,18256,-
1112,SONN,"Sonnet BioTherapeutics Holdings, Inc.",5.53M,20.24%,140992,129.18K
1113,SISI,"Shineco, Inc.",5.50M,2.67%,38177,3.43M
1114,PXMD,"PaxMedica, Inc.",5.37M,7.27%,510014,-
1115,SSY,"SunLink Health Systems, Inc.",5.35M,7.30%,1928,39.59M
1116,XCUR,"Exicure, Inc.",5.28M,-0.16%,27116,23.79M
1117,AFIB,"Acutus Medical, Inc.",5.28M,5.92%,280882,19.66M
1118,MDGS,Medigus Ltd.,5.13M,0.75%,983,83.45M
1119,HOTH,"Hoth Therapeutics, Inc.",5.13M,1.72%,39283,-
1120,OPGN,"OpGen, Inc.",5.13M,-2.10%,74938,3.07M
1121,LIXT,"Lixte Biotechnology Holdings, Inc.",5.11M,2.21%,3392,-
1122,LIPO,Lipella Pharmaceuticals Inc.,5.06M,2.12%,43237,449.62K
1123,HSDT,"Helius Medical Technologies, Inc.",5.02M,-4.19%,8172,792.00K
1124,CJJD,"China Jo-Jo Drugstores, Inc.",4.99M,-1.69%,21053,148.81M
1125,BSGM,"BioSig Technologies, Inc.",4.95M,0.23%,264775,141.00K
1126,LFLY,"Leafly Holdings, Inc.",4.90M,-2.22%,38972,44.62M
1127,SILO,"Silo Pharma, Inc.",4.88M,6.51%,86313,72.10K
1128,XTLB,XTL Biopharmaceuticals Ltd.,4.82M,-7.37%,2643,-
1129,ARTL,"Artelo Biosciences, Inc.",4.78M,0.20%,15906,-
1130,TCBP,TC Biopharm (Holdings) Plc,4.66M,-12.50%,620592,3.61M
1131,OTRK,"Ontrak, Inc.",4.59M,3.96%,565450,11.71M
1132,STSS,"Sharps Technology, Inc.",4.58M,3.33%,177682,-
1133,VERO,Venus Concept Inc.,4.58M,-4.89%,33264,82.51M
1134,RHE,"Regional Health Properties, Inc.",4.55M,3.38%,4188,22.80M
1135,VRPX,"Virpax Pharmaceuticals, Inc.",4.53M,1.43%,15564,-
1136,BPTS,Biophytis S.A.,4.52M,4.73%,2700,-
1137,PALI,"Palisade Bio, Inc.",4.44M,-4.88%,163032,250.00K
1138,GOVX,"GeoVax Labs, Inc.",4.43M,-8.82%,61373,-
1139,AEMD,"Aethlon Medical, Inc.",4.43M,2.37%,3165,574.25K
1140,IMCC,IM Cannabis Corp.,4.42M,10.48%,724012,58.35M
1141,ZCMD,Zhongchao Inc.,4.37M,-,3827,17.23M
1142,PHIO,Phio Pharmaceuticals Corp.,4.31M,0.81%,203648,-
1143,LUCY,"Innovative Eyewear, Inc.",4.28M,2.32%,101758,603.79K
1144,SCPX,Scorpius Holdings Inc,4.10M,5.46%,741861,2.23M
1145,FNCH,"Finch Therapeutics Group, Inc.",4.08M,3.44%,4092,115.00K
1146,AVTX,"Avalo Therapeutics, Inc.",4.01M,-12.60%,28804,2.25M
1147,IBIO,"iBio, Inc.",3.97M,-7.89%,55796,50.00K
1148,AVGR,"Avinger, Inc.",3.97M,3.55%,29113,7.75M
1149,RSLS,ReShape Lifesciences Inc.,3.96M,-3.85%,229767,9.81M
1150,IONM,Assure Holdings Corp.,3.94M,-4.28%,1428658,3.57M
1151,ONCO,Onconetix Inc,3.87M,-3.69%,110566,-
1152,JAGX,"Jaguar Health, Inc.",3.87M,-6.79%,28697870,10.72M
1153,PCSA,"Processa Pharmaceuticals, Inc.",3.81M,-,31641,-
1154,CMND,Clearmind Medicine Inc.,3.80M,2.48%,21533,-
1155,KTRA,"Kintara Therapeutics, Inc.",3.78M,-6.09%,8956476,-
1156,CPHI,"China Pharma Holdings, Inc.",3.77M,3.53%,63802,7.78M
1157,ZVSA,"ZyVersa Therapeutics, Inc.",3.77M,-2.30%,417362,-
1158,SNPX,"Synaptogenix, Inc.",3.74M,12.22%,400129,-
1159,VTAK,"Catheter Precision, Inc.",3.65M,-26.76%,21482,314.00K
1160,BPTH,"Bio-Path Holdings, Inc.",3.62M,-6.66%,15835,-
1161,MGRX,"Mangoceuticals, Inc.",3.43M,13.79%,679026,496.06K
1162,NBSE,"NeuBase Therapeutics, Inc.",3.39M,5.44%,86359,-
1163,CNSP,"CNS Pharmaceuticals, Inc.",3.36M,-7.12%,105230,-
1164,PRFX,PainReform Ltd.,3.35M,-3.16%,11357,-
1165,WINT,"Windtree Therapeutics, Inc.",3.32M,-5.56%,41199,-
1166,NXL,"Nexalin Technology, Inc.",3.29M,-13.27%,92650,128.64K
1167,CYCC,"Cyclacel Pharmaceuticals, Inc.",3.29M,2.43%,25378,389.00K
1168,ISPC,iSpecimen Inc.,3.27M,10.29%,35003,9.93M
1169,CYTO,Altamira Therapeutics Ltd.,3.09M,2.98%,23314,-902.13K
1170,PTPI,"Petros Pharmaceuticals, Inc.",3.03M,10.14%,797410,6.98M
1171,BDRX,Biodexa Pharmaceuticals Plc,2.96M,5.41%,88420,377.22K
1172,FOXO,FOXO Technologies Inc.,2.93M,-2.29%,883112,453.00K
1173,SXTP,"60 Degrees Pharmaceuticals, Inc.",2.93M,2.04%,226967,-209.26K
1174,ADIL,"Adial Pharmaceuticals, Inc.",2.89M,-9.20%,291909,-
1175,SPRC,SciSparc Ltd.,2.84M,-8.11%,223840,3.32M
1176,TNON,"Tenon Medical, Inc.",2.82M,-,220216,2.40M
1177,NUWE,"Nuwellis, Inc.",2.72M,3.37%,233169,8.86M
1178,SBFM,"Sunshine Biopharma, Inc.",2.72M,20.00%,7025008,20.35M
1179,INVO,"INVO Bioscience, Inc.",2.72M,-5.50%,17357,1.92M
1180,APVO,Aptevo Therapeutics Inc.,2.71M,-,18826,-
1181,ATNF,180 Life Sciences Corp.,2.59M,-1.67%,64409,-
1182,BIOL,"BIOLASE, Inc.",2.59M,3.04%,1470457,49.73M
1183,SLRX,"Salarius Pharmaceuticals, Inc.",2.50M,2.07%,11851,-
1184,ACON,"Aclarion, Inc.",2.50M,14.38%,1915601,84.13K
1185,ENSC,"Ensysce Biosciences, Inc.",2.42M,6.55%,228465,-
1186,DYNT,Dynatronics Corporation,2.25M,-5.91%,7836,35.18M
1187,YCBD,"cbdMD, Inc.",2.21M,-5.48%,26955,23.45M
1188,THMO,"ThermoGenesis Holdings, Inc.",2.20M,7.46%,15019,9.72M
1189,BBLG,Bone Biologics Corporation,2.19M,-2.92%,12167,-
1190,SCNI,Scinai Immunotherapeutics Ltd.,2.18M,-1.80%,8238,-
1191,ALLR,"Allarity Therapeutics, Inc.",2.16M,-0.89%,146834,-
1192,WORX,SCWorx Corp.,2.16M,-,70578,3.92M
1193,INM,InMed Pharmaceuticals Inc.,2.13M,4.12%,67558,5.49M
1194,SNOA,"Sonoma Pharmaceuticals, Inc.",2.11M,5.26%,210612,12.31M
1195,LSDI,Lucy Scientific Discovery Inc.,2.03M,-21.43%,821013,16.73K
1196,QLGN,"Qualigen Therapeutics, Inc.",2.03M,-6.28%,231492,4.62M
1197,VRAX,Virax Biolabs Group Limited,2.01M,-1.65%,31750,79.30K
1198,BTTX,"Better Therapeutics, Inc.",1.91M,27.43%,200546834,-
1199,AMPE,"Ampio Pharmaceuticals, Inc.",1.86M,-0.61%,28642,-
1200,NAOV,"NanoVibronix, Inc.",1.83M,6.12%,37852,1.00M
1201,TIVC,"Tivic Health Systems, Inc.",1.80M,4.07%,17079,1.23M
1202,QNRX,"Quoin Pharmaceuticals, Ltd.",1.80M,-4.30%,242166,-
1203,AGRX,"Agile Therapeutics, Inc.",1.79M,-8.14%,800472,19.97M
1204,BJDX,"Bluejay Diagnostics, Inc.",1.47M,6.10%,15664,-
1205,BACK,"IMAC Holdings, Inc.",1.46M,-3.04%,22723,8.47M
1206,DRMA,"Dermata Therapeutics, Inc.",1.42M,-3.15%,135531,-
1207,AKAN,Akanda Corp.,1.39M,2.87%,724602,3.94M
1208,GLMD,Galmed Pharmaceuticals Ltd.,1.32M,-12.73%,3450208,-
1209,THAR,"Tharimmune, Inc.",1.18M,-2.26%,119762,-
1210,SINT,"Sintx Technologies, Inc.",1.10M,-1.11%,383036,2.49M
1211,SXTC,"China SXT Pharmaceuticals, Inc.",995.34K,-1.14%,115769,33.62K
1212,MOTS,"Motus GI Holdings, Inc.",990.11K,-1.30%,142736,364.00K
1213,REVB,"Revelation Biosciences, Inc.",935.52K,2.12%,70635,-
1214,NBY,"NovaBay Pharmaceuticals, Inc.",895.17K,3.93%,1002560,14.64M
1215,GRI,"GRI Bio, Inc.",746.78K,-,101553,-
1216,RNAZ,"TransCode Therapeutics, Inc.",728.79K,0.16%,140054,-
